"names.traits" "names.maps" "Group" "Ter" "Aqu" "PhyloUniqueness" "FunctionUniqueness" "Restrictedness"
"Cephaloziella divaricata" "Cephaloziella.divaricata" "bryophytes" 1 0 0.0119965724078835 0.076502500528081 0.777777777777778
"Ceratodon purpureus" "Ceratodon.purpureus" "bryophytes" 1 0 0.999999999999999 0.364732651422784 0.636473429951691
"Ceratodon purpureus subsp. purpureus" "Ceratodon.purpureus.purpureus" "bryophytes" 1 0 0.0330690946582137 0.0133391590179953 1
"Chiloscyphus pallescens" "Chiloscyphus.pallescens" "bryophytes" 1 0 0.000856898029134533 0.108783205276456 0.706521739130435
"Chiloscyphus polyanthos" "Chiloscyphus.polyanthos" "bryophytes" 0 1 0.000856898029134533 0.108783205276456 0.951690821256039
"Cinclidium stygium" "Cinclidium.stygium" "bryophytes" 1 0 0.0025706940874036 0.25738344922192 0.847826086956522
"Cinclidotus aquaticus" "Cinclidotus.aquaticus" "bryophytes" 0 1 0.0025706940874036 0.22816731179397 0.995169082125604
"Cinclidotus danubicus" "Cinclidotus.danubicus" "bryophytes" 0 1 0.0025706940874036 0.0274738907005955 0.893719806763285
"Cinclidotus fontinaloides" "Cinclidotus.fontinaloides" "bryophytes" 1 0 0.0025706940874036 0.259326724417816 0.83695652173913
"Cinclidotus riparius" "Cinclidotus.riparius" "bryophytes" 0 1 0.0025706940874036 0.0274738907005955 0.801932367149758
"Cirriphyllum crassinervium" "Cirriphyllum.crassinervium" "bryophytes" 1 0 0.000856898029134533 0.0966419298961221 0.753623188405797
"Cirriphyllum piliferum" "Cirriphyllum.piliferum" "bryophytes" 1 0 0.000856898029134533 0.0134018979027295 0.632850241545894
"Climacium dendroides" "Climacium.dendroides" "bryophytes" 1 0 0.00342759211653813 0.160357158894798 0.602657004830918
"Cololejeunea calcarea" "Cololejeunea.calcarea" "bryophytes" 1 0 0.00428449014567266 0.488664468628625 0.688405797101449
"Conocephalum conicum" "Conocephalum.conicum" "bryophytes" 1 0 0.0179948586118252 0.321445521338602 0.973429951690821
"Cratoneuron filicinum" "Cratoneuron.filicinum" "bryophytes" 1 0 0.00514138817480719 0.0897927159482878 0.646135265700483
"Ctenidium molluscum" "Ctenidium.molluscum" "bryophytes" 1 0 0.00342759211653813 0.141005835133918 0.638888888888889
"Cynodontium polycarpon" "Cynodontium.polycarpon" "bryophytes" 1 0 0.00428449014567266 0.113916132173201 0.671497584541063
"Cynodontium strumiferum" "Cynodontium.strumiferum" "bryophytes" 1 0 0.00428449014567266 0.169291079622843 0.806763285024155
"Dichodontium pellucidum" "Dichodontium.pellucidum" "bryophytes" 1 0 0.144815766923736 0.107885278116973 0.891304347826087
"Dicranella heteromalla" "Dicranella.heteromalla" "bryophytes" 1 0 0.00771208226221079 0.107885278116973 0.760869565217391
"Dicranella rufescens" "Dicranella.rufescens" "bryophytes" 1 0 0.00771208226221079 0.249508834062432 0.91304347826087
"Dicranella schreberiana" "Dicranella.schreberiana" "bryophytes" 1 0 0.00771208226221079 0.400891759730228 0.905797101449275
"Dicranella staphylina" "Dicranella.staphylina" "bryophytes" 1 0 0.00771208226221079 0.137369453502978 0.823671497584541
"Dicranella subulata" "Dicranella.subulata" "bryophytes" 1 0 0.00771208226221079 0.110163600760437 0.521739130434783
"Dicranella varia" "Dicranella.varia" "bryophytes" 1 0 0.00771208226221079 0.164843344203573 0.742753623188406
"Dicranodontium denudatum" "Dicranodontium.denudatum" "bryophytes" 1 0 0.00342759211653813 0.107215183221836 0.652173913043478
"Dicranoweisia cirrata" "Dicranoweisia.cirrata" "bryophytes" 1 0 0.144815766923736 0.134615863554784 0.884057971014493
"Dicranum bonjeanii" "Dicranum.bonjeanii" "bryophytes" 1 0 0.0162810625535561 0.385706621640556 0.658212560386473
"Dicranum brevifolium" "Dicranum.brevifolium" "bryophytes" 1 0 0.0162810625535561 0.189904893281677 0.746376811594203
"Dicranum fulvum" "Dicranum.fulvum" "bryophytes" 1 0 0.000856898029134533 0.0783194911735899 0.817632850241546
"Dicranum majus" "Dicranum.majus" "bryophytes" 1 0 0.0162810625535561 0.270137673404676 0.932367149758454
"Dicranum montanum" "Dicranum.montanum" "bryophytes" 1 0 0.000856898029134533 0.110029581781409 0.572463768115942
"Dicranum polysetum" "Dicranum.polysetum" "bryophytes" 1 0 0.0162810625535561 0.0735599171490153 0.754830917874396
"Dicranum scoparium" "Dicranum.scoparium" "bryophytes" 1 0 0.0162810625535561 0.351665800967623 0.542270531400966
"Dicranum spadiceum" "Dicranum.spadiceum" "bryophytes" 1 0 0.0162810625535561 0.328112465474393 0.72463768115942
"Dicranum tauricum" "Dicranum.tauricum" "bryophytes" 1 0 0.0162810625535561 0.215368499296863 0.811594202898551
"Dicranum undulatum" "Dicranum.undulatum" "bryophytes" 1 0 0.0162810625535561 0.307036820858054 0.927536231884058
"Dicranum viride" "Dicranum.viride" "bryophytes" 1 0 0.0162810625535561 0.512957642226972 0.856280193236715
"Didymodon acutus" "Didymodon.acutus" "bryophytes" 1 0 0.0137103684661525 0.0664268069973692 0.853864734299517
"Didymodon fallax" "Didymodon.fallax" "bryophytes" 1 0 0.0137103684661525 0.010105231046985 0.811594202898551
"Didymodon ferrugineus" "Didymodon.ferrugineus" "bryophytes" 1 0 0.0137103684661525 0.0605162699797751 0.618357487922705
"Didymodon giganteus" "Didymodon.giganteus" "bryophytes" 1 0 0.0137103684661525 0.219142271384281 0.530193236714976
"Didymodon luridus" "Didymodon.luridus" "bryophytes" 1 0 0.0137103684661525 0.0884525261580148 0.972222222222222
"Didymodon rigidulus" "Didymodon.rigidulus" "bryophytes" 1 0 0.0137103684661525 0.327034912877348 0.811594202898551
"Didymodon spadiceus" "Didymodon.spadiceus" "bryophytes" 1 0 0.0137103684661525 0.190977045113896 0.679951690821256
"Didymodon tophaceus" "Didymodon.tophaceus" "bryophytes" 1 0 0.0137103684661525 0.0857721465774689 0.916666666666667
"Diobelonella palustris" "Diobelonella.palustris" "bryophytes" 1 0 0.261353898886032 0.277419286586501 0.638888888888889
"Diphyscium foliosum" "Diphyscium.foliosum" "bryophytes" 1 0 0.644387317909168 0.422874551824125 0.743961352657005
"Diplophyllum albicans" "Diplophyllum.albicans" "bryophytes" 1 0 0.0025706940874036 0.00469066426595533 0.867149758454106
"Diplophyllum obtusifolium" "Diplophyllum.obtusifolium" "bryophytes" 1 0 0.0025706940874036 0.279563590250938 0.756038647342995
"Diplophyllum taxifolium" "Diplophyllum.taxifolium" "bryophytes" 1 0 0.0025706940874036 0.054009648548 0.664251207729469
"Distichium capillaceum" "Distichium.capillaceum" "bryophytes" 1 0 0.000856898029134533 0.128048766892174 0.665458937198068
"Distichium inclinatum" "Distichium.inclinatum" "bryophytes" 1 0 0.000856898029134533 0.228328384604211 0.681159420289855
"Ditrichum flexicaule" "Ditrichum.flexicaule" "bryophytes" 1 0 0.251071122536418 0.0626535126442721 0.67512077294686
"Ditrichum gracile" "Ditrichum.gracile" "bryophytes" 1 0 0.00428449014567266 0.117171293151112 0.810386473429952
"Ditrichum heteromallum" "Ditrichum.heteromallum" "bryophytes" 1 0 0.00428449014567266 0.121957270914839 0.752415458937198
"Drepanocladus aduncus" "Drepanocladus.aduncus" "bryophytes" 1 0 0.00514138817480719 0.0638325129411129 0.897342995169082
"Drepanocladus trifarius" "Drepanocladus.trifarius" "bryophytes" 1 0 0.00514138817480719 0.296973873980938 0.747584541062802
"Encalypta alpina" "Encalypta.alpina" "bryophytes" 1 0 0.00856898029134533 0.0639270529960198 0.730676328502415
"Encalypta ciliata" "Encalypta.ciliata" "bryophytes" 1 0 0.00856898029134533 0.0639270529960198 0.678743961352657
"Encalypta rhaptocarpa" "Encalypta.rhaptocarpa" "bryophytes" 1 0 0.00856898029134533 0.208905806308214 0.665458937198068
"Encalypta streptocarpa" "Encalypta.streptocarpa" "bryophytes" 1 0 0.00856898029134533 0.0381954090227791 0.617149758454106
"Encalypta vulgaris" "Encalypta.vulgaris" "bryophytes" 1 0 0.00856898029134533 0.115792397879583 0.665458937198068
"Entodon concinnus" "Entodon.concinnus" "bryophytes" 1 0 0.00685518423307626 0.000335047447568243 0.774154589371981
"Ephemerum minutissimum" "Ephemerum.minutissimum" "bryophytes" 1 0 0.0025706940874036 0.107215183221836 0.814009661835749
"Ephemerum serratum" "Ephemerum.serratum" "bryophytes" 1 0 0.0025706940874036 0.107215183221836 0.896135265700483
"Eremonotus myriocarpus" "Eremonotus.myriocarpus" "bryophytes" 1 0 0.0539845758354755 0.359003248095558 0.879227053140097
"Eucladium verticillatum" "Eucladium.verticillatum" "bryophytes" 1 0 0.691516709511568 0.0381954090227791 0.618357487922705
