"names.traits" "names.maps" "Group" "Ter" "Aqu" "PhyloUniqueness" "FunctionUniqueness" "Restrictedness"
"Helicodonta obvoluta" "Helicodonta.obvoluta" "molluscs" 1 0 0.135593220338983 0.319738584943473 0.583333333333333
"Helix pomatia" "Helix.pomatia" "molluscs" 1 0 0.0169491525423729 0.392297618893809 0.53743961352657
"Hippeutis complanatus" "Hippeutis.complanatus" "molluscs" 0 1 0.0542372881355932 0.156393873070177 0.839371980676328
"Hygromia cinctella" "Hygromia.cinctella" "molluscs" 1 0 0.0677966101694915 0.208525164093569 0.72463768115942
"Isognomostoma isognomostomos" "Isognomostoma.isognomostomos" "molluscs" 1 0 0.0271186440677966 0.319738584943473 0.677536231884058
"Jaminia quadridens" "Jaminia.quadridens" "molluscs" 1 0 0.0549713915578106 0.264131874518521 0.76207729468599
"Laciniaria plicata" "Laciniaria.plicata" "molluscs" 1 0 0.00677966101694915 0.150051232662331 0.68719806763285
"Lauria cylindracea" "Lauria.cylindracea" "molluscs" 1 0 0.169491525423729 0.286722100628657 0.98792270531401
"Lehmannia marginata" "Lehmannia.marginata" "molluscs" 1 0 0.0677966101694915 0.0660329686296302 0.82487922705314
"Limax cinereoniger" "Limax.cinereoniger" "molluscs" 1 0 0.023728813559322 0.369801173942127 0.786231884057971
"Limax maximus" "Limax.maximus" "molluscs" 1 0 0.023728813559322 0.386148057341605 0.829710144927536
"Limax sarnensis" "Limax.sarnensis" "molluscs" 1 0 0.023728813559322 0.166820131274855 0.756038647342995
"Lymnaea stagnalis" "Lymnaea.stagnalis" "molluscs" 0 1 0.00677966101694915 0.208525164093569 0.817632850241546
"Macrogastra attenuata subsp. lineolata" "Macrogastra.attenuata.lineolata" "molluscs" 1 0 0.0549713915578106 0.0938363238421061 1
"Macrogastra plicatula" "Macrogastra.plicatula" "molluscs" 1 0 0.00338983050847458 0.0533476878139381 0.553140096618358
"Macrogastra ventricosa" "Macrogastra.ventricosa" "molluscs" 1 0 0.00338983050847458 0.053869000724172 0.714975845410628
"Macularia sylvatica" "Macularia.sylvatica" "molluscs" 1 0 0.00677966101694915 0.170295550676415 0.729468599033816
"Malacolimax tenellus" "Malacolimax.tenellus" "molluscs" 1 0 0.0677966101694915 0.210610415734505 0.640096618357488
"Merdigera obscura" "Merdigera.obscura" "molluscs" 1 0 0.00677966101694915 0.107738001448344 0.594202898550725
"Monacha cartusiana" "Monacha.cartusiana" "molluscs" 1 0 0.0677966101694915 0.156393873070177 0.830917874396135
"Monachoides incarnatus" "Monachoides.incarnatus" "molluscs" 1 0 0.0549713915578106 0.208525164093569 0.585748792270531
"Morlina glabra" "Morlina.glabra" "molluscs" 1 0 0.00677966101694915 0.234590809605265 0.73792270531401
"Musculium lacustre" "Musculium.lacustre" "molluscs" 0 1 0.0135593220338983 0.0521312910233923 0.809178743961353
"Neostyriaca strobel" "Neostyriaca.strobel" "molluscs" 1 0 0.0135593220338983 0.110202389751268 0.980676328502415
"Nesovitrea hammonis" "Nesovitrea.hammonis" "molluscs" 1 0 0.0135593220338983 0.104262582046785 0.564009661835749
"Nesovitrea petronella" "Nesovitrea.petronella" "molluscs" 1 0 0.0135593220338983 0.104262582046785 0.693236714975845
"Oligolimax annularis" "Oligolimax.annularis" "molluscs" 1 0 0.0305084745762712 0.266147617771425 0.770531400966184
"Orcula dolium" "Orcula.dolium" "molluscs" 1 0 0.00338983050847458 0.156393873070177 0.742753623188406
"Oxychilus alliarius" "Oxychilus.alliarius" "molluscs" 1 0 0.0135593220338983 0.156393873070177 0.97463768115942
"Oxychilus cellarius" "Oxychilus.cellarius" "molluscs" 1 0 0.0135593220338983 0.156393873070177 0.646135265700483
"Oxychilus draparnaudi" "Oxychilus.draparnaudi" "molluscs" 1 0 0.0135593220338983 0.156393873070177 0.717391304347826
"Oxychilus navarricus subsp. helveticus" "Oxychilus.navarricus.helveticus" "molluscs" 1 0 0.0549713915578106 0.156393873070177 1
"Oxyloma elegans" "Oxyloma.elegans" "molluscs" 1 0 0.0101694915254237 0.0556067104249517 0.785024154589372
"Petasina edentula" "Petasina.edentula" "molluscs" 1 0 0.0677966101694915 0.0521312910233923 0.71256038647343
"Petasina unidentata" "Petasina.unidentata" "molluscs" 1 0 0.0677966101694915 0.0521312910233923 0.725845410628019
"Physa fontinalis" "Physa.fontinalis" "molluscs" 0 1 0.00338983050847458 0.156393873070177 1
"Pisidium amnicum" "Pisidium.amnicum" "molluscs" 0 1 0.0474576271186441 0.0521312910233923 0.995169082125604
"Pisidium casertanum" "Pisidium.casertanum" "molluscs" 0 1 0.0542372881355932 0.104262582046785 0.983091787439614
"Pisidium henslowanum" "Pisidium.henslowanum" "molluscs" 0 1 0.0474576271186441 0.0521312910233923 0.996376811594203
"Pisidium milium" "Pisidium.milium" "molluscs" 0 1 0.0474576271186441 0.156393873070177 0.98792270531401
"Pisidium nitidum" "Pisidium.nitidum" "molluscs" 0 1 0.0474576271186441 0 0.995169082125604
"Pisidium obtusale" "Pisidium.obtusale" "molluscs" 0 1 0.0474576271186441 0.156393873070177 0.810386473429952
"Pisidium personatum" "Pisidium.personatum" "molluscs" 0 1 0.0474576271186441 0.0521312910233923 0.989130434782609
"Pisidium subtruncatum" "Pisidium.subtruncatum" "molluscs" 0 1 0.0474576271186441 0 0.992753623188406
"Planorbarius corneus" "Planorbarius.corneus" "molluscs" 0 1 0.0101694915254237 0.260656455116961 0.841787439613527
"Planorbis carinatus" "Planorbis.carinatus" "molluscs" 0 1 0.00338983050847458 0.173770970077974 0.990338164251208
"Planorbis planorbis" "Planorbis.planorbis" "molluscs" 0 1 0.00338983050847458 0.260656455116961 0.857487922705314
"Platyla polita" "Platyla.polita" "molluscs" 1 0 0.00677966101694915 0.156393873070177 0.659420289855073
"Pomatias elegans" "Pomatias.elegans" "molluscs" 1 0 0.0406779661016949 0.769805397445426 0.91304347826087
"Potamopyrgus antipodarum" "Potamopyrgus.antipodarum" "molluscs" 0 1 0.0372881355932203 0.493763527977715 0.993961352657005
"Punctum pygmaeum" "Punctum.pygmaeum" "molluscs" 1 0 0.864406779661017 0.392722392376222 0.555555555555556
"Pupilla muscorum" "Pupilla.muscorum" "molluscs" 1 0 0.0135593220338983 0.27108271332164 0.666666666666667
"Pupilla triplicata" "Pupilla.triplicata" "molluscs" 1 0 0.0135593220338983 0.107738001448344 0.776570048309179
"Pyramidula pusilla" "Pyramidula.pusilla" "molluscs" 1 0 0.169491525423729 0.380558424470763 0.620772946859903
"Radix auricularia" "Radix.auricularia" "molluscs" 0 1 0.0101694915254237 0.234590809605265 0.992753623188406
"Radix balthica" "Radix.balthica" "molluscs" 0 1 0.0101694915254237 0.364919037163746 0.98792270531401
"Radix labiata" "Radix.labiata" "molluscs" 0 1 0.0101694915254237 0.312787746140354 0.665458937198068
"Segmentina nitida" "Segmentina.nitida" "molluscs" 0 1 0.0101694915254237 0.156393873070177 0.903381642512077
"Sphaerium corneum" "Sphaerium.corneum" "molluscs" 0 1 0.0135593220338983 0.156393873070177 0.859903381642512
"Sphyradium doliolum" "Sphyradium.doliolum" "molluscs" 1 0 0.00338983050847458 0.260656455116961 0.845410628019324
"Stagnicola corvus" "Stagnicola.corvus" "molluscs" 0 1 0.00677966101694915 0.208525164093569 0.521739130434783
"Succinea putris" "Succinea.putris" "molluscs" 1 0 0.0101694915254237 0.0556067104249517 0.756038647342995
"Succinella oblonga" "Succinella.oblonga" "molluscs" 1 0 0.0101694915254237 0.253705616313842 0.642512077294686
