"names.traits" "names.maps" "Group" "Ter" "Aqu" "PhyloUniqueness" "FunctionUniqueness" "Restrictedness"
"Montifringilla nivalis" "Montifringilla.nivalis" "aves" 1 0 0.0135135135135135 0.377117431790706 0.727053140096618
"Motacilla alba" "Motacilla.alba" "aves" 1 0 0.0135135135135135 0.282937016798275 0.516908212560387
"Motacilla cinerea" "Motacilla.cinerea" "aves" 1 0 0.00900900900900901 0.257398588746566 0.516908212560387
"Motacilla flava" "Motacilla.flava" "aves" 1 0 0.00900900900900901 0.322102675213265 0.864734299516908
"Muscicapa striata" "Muscicapa.striata" "aves" 1 0 0.063063063063063 0.080026231721644 0.516908212560387
"Netta rufina" "Netta.rufina" "aves" 0 1 0.0135135135135135 0.214731420925017 0.829710144927536
"Nucifraga caryocatactes" "Nucifraga.caryocatactes" "aves" 1 0 0.018018018018018 0.356798593293412 0.577294685990338
"Oenanthe oenanthe" "Oenanthe.oenanthe" "aves" 1 0 0.0135135135135135 0.770622179572553 0.660628019323672
"Oriolus oriolus" "Oriolus.oriolus" "aves" 0 0 0.0585585585585585 0.828272873966732 0.664251207729469
"Otus scops" "Otus.scops" "aves" 1 0 0.0135135135135135 0.180232755704934 0.83695652173913
"Panurus biarmicus" "Panurus.biarmicus" "aves" 1 0 0.018018018018018 0.372864081632448 0.966183574879227
"Parus major" "Parus.major" "aves" 0 0 0.0045045045045045 0.219349248037304 0.516908212560387
"Passer domesticus" "Passer.domesticus" "aves" 1 0 0.0045045045045045 0.402365301757013 0.52536231884058
"Passer italiae" "Passer.italiae" "aves" 1 0 0.00900900900900901 0.0350417161113404 0.849033816425121
"Passer montanus" "Passer.montanus" "aves" 1 0 0.0045045045045045 0.0265242349663071 0.589371980676328
"Perdix perdix" "Perdix.perdix" "aves" 1 0 0.0045045045045045 0.121414243182867 0.986714975845411
"Periparus ater" "Periparus.ater" "aves" 1 0 0.0135135135135135 0.142554488779331 0.518115942028986
"Pernis apivorus" "Pernis.apivorus" "aves" 1 0 0.0045045045045045 0.25217567367236 0.519323671497585
"Phalacrocorax carbo" "Phalacrocorax.carbo" "aves" 0 1 0.0225225225225225 0.310286974295055 0.948067632850242
"Phasianus colchicus" "Phasianus.colchicus" "aves" 1 0 0.0045045045045045 0.172170462867665 0.908212560386473
"Phoenicurus ochruros" "Phoenicurus.ochruros" "aves" 1 0 0.0045045045045045 0.315126480788266 0.516908212560387
"Phoenicurus phoenicurus" "Phoenicurus.phoenicurus" "aves" 1 0 0.0045045045045045 0.223014826578927 0.518115942028986
"Phylloscopus bonelli" "Phylloscopus.bonelli" "aves" 0 0 0.0045045045045045 0.280101840170139 0.541062801932367
"Phylloscopus collybita" "Phylloscopus.collybita" "aves" 1 0 0.0045045045045045 0.304026617485117 0.516908212560387
"Phylloscopus sibilatrix" "Phylloscopus.sibilatrix" "aves" 1 0 0.0045045045045045 0.217277360661224 0.52536231884058
"Phylloscopus trochilus" "Phylloscopus.trochilus" "aves" 0 0 0.0045045045045045 0.280101840170139 0.56280193236715
"Pica pica" "Pica.pica" "aves" 1 0 0.0045045045045045 0.269853865565609 0.519323671497585
"Picoides tridactylus" "Picoides.tridactylus" "aves" 1 0 0.018018018018018 0.190132566156702 0.664251207729469
"Picus canus" "Picus.canus" "aves" 1 0 0.0045045045045045 0.30737185739635 0.725845410628019
"Picus viridis" "Picus.viridis" "aves" 1 0 0.0045045045045045 0.275369290995701 0.516908212560387
"Podiceps cristatus" "Podiceps.cristatus" "aves" 0 1 0.0045045045045045 0.292883699544133 0.741545893719807
"Podiceps nigricollis" "Podiceps.nigricollis" "aves" 0 1 0.0045045045045045 0.19729429793195 0.964975845410628
"Poecile montanus" "Poecile.montanus" "aves" 1 0 0.0045045045045045 0.0265242349663071 0.550724637681159
"Poecile palustris" "Poecile.palustris" "aves" 1 0 0.0045045045045045 0.0176312193115855 0.527777777777778
"Porzana porzana" "Porzana.porzana" "aves" 1 0 0.00900900900900901 0.204743754648077 0.910628019323672
"Prunella collaris" "Prunella.collaris" "aves" 1 0 0.13963963963964 0.254050705966189 0.68719806763285
"Prunella modularis" "Prunella.modularis" "aves" 1 0 0.144144144144144 0.103766694186171 0.516908212560387
"Ptyonoprogne rupestris" "Ptyonoprogne.rupestris" "aves" 1 0 0.0045045045045045 0.171136779060731 0.605072463768116
"Pyrrhocorax graculus" "Pyrrhocorax.graculus" "aves" 1 0 0.0045045045045045 0.354224817045577 0.682367149758454
"Pyrrhocorax pyrrhocorax" "Pyrrhocorax.pyrrhocorax" "aves" 1 0 0.0045045045045045 0.389244604892435 0.873188405797101
